"id_pago";"fecha_pago";"matricula_num";"id_alumno"
214;"2024-02-01 05:05:09";921712.0;13384
215;"2025-06-09 08:21:57";870579.0;6687
216;"2024-09-10 06:45:16";528612.0;8896
217;"2024-12-20 15:02:02";2091487.0;13383
218;"2024-03-15 09:40:14";2666319.0;9261
219;"2023-10-15 02:07:02";2730916.0;13426
220;"2024-09-18 15:20:09";2952516.0;5765
221;"2025-06-23 09:50:38";270710.0;13245
222;"2024-10-17 03:00:16";2619714.0;5439
223;"2024-07-11 19:00:38";352159.0;15554
224;"2025-01-10 03:33:14";731747.0;13083
225;"2024-03-10 07:20:54";194878.0;7384
226;"2025-05-29 17:12:06";2713833.0;4987
227;"2025-06-16 14:44:12";2403378.0;4382
228;"2024-08-14 17:35:54";2460856.0;4552
229;"2024-07-05 18:23:24";2653290.0;14615
230;"2025-06-23 10:11:27";1611468.0;14934
231;"2024-11-11 00:16:22";1392701.0;3060
232;"2024-08-22 22:36:05";1606403.0;477
233;"2023-10-09 14:55:18";2339229.0;12127
234;"2023-10-20 23:34:44";2917738.0;5756
235;"2024-02-25 08:50:56";1950564.0;11465
236;"2023-10-16 00:45:39";1992582.0;2745
237;"2024-10-03 01:28:29";366656.0;7466
238;"2025-03-09 18:59:39";1263709.0;6785
239;"2025-05-04 04:00:55";1540327.0;10063
240;"2024-09-21 01:53:16";2472861.0;12530
241;"2024-11-07 05:06:53";427717.0;14270
242;"2025-08-14 02:24:53";2488119.0;10309
243;"2023-10-11 00:07:21";1405459.0;15935
244;"2023-11-15 10:31:42";1696685.0;6585
245;"2023-11-15 05:15:42";1355131.0;500
246;"2024-03-18 01:53:40";1435761.0;7191
247;"2025-05-02 06:08:01";2990929.0;12046
248;"2024-09-02 10:34:32";2750303.0;9916
249;"2023-12-11 16:49:32";640523.0;3654
250;"2024-10-08 07:15:13";2639165.0;10028
251;"2025-01-14 05:16:40";438762.0;13218
252;"2025-05-22 12:24:52";793358.0;3075
253;"2024-10-09 06:27:34";1794117.0;8089
254;"2025-03-06 23:31:43";1443723.0;6674
255;"2025-05-02 20:55:06";1278969.0;2801
256;"2025-02-23 23:52:19";170393.0;5580
257;"2024-10-18 10:36:32";394520.0;4661
258;"2023-10-21 10:23:26";1418097.0;491
259;"2025-05-26 21:22:48";1893991.0;7906
260;"2024-04-02 16:27:32";2790590.0;11094
261;"2025-07-15 10:10:30";1971410.0;12025
262;"2025-04-05 02:29:35";2350611.0;11607
263;"2025-05-27 05:20:56";1047025.0;11866
264;"2024-01-07 15:19:50";447097.0;1435
265;"2025-03-28 07:29:26";2229995.0;4936
266;"2024-05-12 19:58:48";2373715.0;5060
267;"2025-01-22 15:50:10";2452777.0;1189
268;"2024-12-14 15:32:34";120032.0;7972
269;"2024-10-15 16:15:18";960920.0;7370
270;"2024-04-15 08:07:53";523588.0;14633
271;"2023-11-06 08:17:32";2676376.0;2803
272;"2024-11-27 09:19:36";2545077.0;9764
273;"2024-09-25 09:48:10";2601841.0;1695
274;"2025-05-30 15:37:49";468436.0;3714
275;"2024-09-09 13:02:43";932534.0;7448
276;"2024-09-03 12:14:03";2442070.0;3095
277;"2023-10-10 08:39:36";1073861.0;6444
278;"2023-11-18 05:56:41";2750956.0;10092
279;"2023-12-20 11:58:45";2995926.0;9729
280;"2024-09-21 03:34:55";837115.0;8047
281;"2025-07-20 00:29:33";917105.0;2684
282;"2025-04-30 18:48:02";382184.0;9146
283;"2024-03-04 15:35:36";1147953.0;5690
284;"2025-06-11 17:15:44";332080.0;1811
285;"2025-05-17 05:40:48";1713528.0;13973
286;"2025-04-16 09:36:06";1899046.0;12283
287;"2024-01-17 06:57:24";1425006.0;14210
288;"2024-10-19 07:31:32";820930.0;2884
289;"2025-07-07 15:21:13";156756.0;14660
290;"2024-09-17 06:56:55";1341603.0;4355
291;"2023-12-14 21:21:53";1703863.0;13151
292;"2025-02-01 09:34:29";1231349.0;10793
293;"2025-08-29 09:11:07";617570.0;7673
294;"2025-04-06 07:14:35";2173519.0;3104
295;"2025-01-03 21:24:52";2897471.0;15745
296;"2025-07-19 12:05:23";897776.0;14645
297;"2024-06-27 18:41:10";1982719.0;15089
298;"2023-09-21 23:28:17";963771.0;5522
299;"2024-10-04 03:54:07";2670256.0;4339
300;"2025-06-07 18:14:59";2283666.0;15937
301;"2025-04-28 14:45:11";1791343.0;2233
302;"2025-07-09 12:07:41";2505101.0;8308
303;"2025-09-14 03:11:47";1749298.0;9817
304;"2024-03-20 08:58:24";1074351.0;9354
305;"2025-03-30 21:58:56";1801567.0;7248
306;"2025-02-26 01:53:40";944295.0;8378
307;"2025-08-06 23:21:08";2813411.0;5238
308;"2025-01-06 01:44:09";1692975.0;15108
309;"2025-09-10 22:00:13";639959.0;15711
310;"2024-02-25 02:35:40";2082896.0;2045
311;"2024-10-13 14:24:41";283947.0;3504
312;"2024-02-16 03:18:09";1257534.0;2726
313;"2024-06-06 21:06:38";1100090.0;10608
314;"2025-06-13 04:27:39";111322.0;15288
315;"2023-11-12 11:47:22";1201004.0;1323
316;"2024-06-17 18:39:19";346580.0;12277
317;"2025-03-03 00:01:19";1134450.0;3979
318;"2025-04-06 14:53:22";2282994.0;15799
319;"2025-01-17 20:15:32";2084895.0;15299
320;"2023-12-07 12:55:51";266301.0;9455
321;"2025-08-28 01:42:57";375966.0;4600
322;"2024-04-02 01:48:29";1124068.0;3359
323;"2024-03-31 06:10:11";907298.0;5852
324;"2024-05-22 18:53:39";1369928.0;10250
325;"2024-08-24 10:32:19";652016.0;11825
326;"2025-07-25 11:53:12";2380234.0;768
327;"2024-08-07 02:56:08";1782403.0;8549
328;"2023-12-03 13:59:31";1173437.0;15610
329;"2024-07-30 05:36:08";168104.0;1308
330;"2025-03-10 08:07:44";2820952.0;10798
331;"2024-02-23 11:25:18";1685472.0;14494
332;"2024-07-05 07:43:48";372065.0;1664
333;"2025-05-11 02:22:11";1086271.0;13907
334;"2025-07-19 22:26:56";543709.0;10795
335;"2025-02-01 04:11:03";2020732.0;13126
336;"2024-02-15 10:46:15";2125161.0;15204
337;"2024-05-28 21:39:58";1534113.0;1111
338;"2023-10-10 20:29:30";2462737.0;11496
339;"2025-03-10 12:25:18";187649.0;4220
340;"2023-11-13 00:55:01";1485205.0;14
341;"2023-12-06 14:41:10";2796591.0;10714
342;"2024-07-17 14:56:01";1629883.0;9015
343;"2025-09-07 10:01:30";2216567.0;8049
344;"2024-04-03 06:29:39";2002745.0;8347
345;"2024-10-19 17:03:19";2857687.0;4270
346;"2025-08-01 22:38:22";1187575.0;13066
347;"2024-06-22 21:24:30";2620987.0;15872
348;"2024-06-11 04:47:57";1589494.0;6453
349;"2025-07-28 10:35:56";596366.0;4080
350;"2025-08-07 21:39:25";2490376.0;9390
351;"2024-01-06 12:17:50";1585848.0;10903
352;"2024-04-01 02:18:12";288046.0;4344
353;"2024-12-05 16:36:49";1516498.0;9425
354;"2023-10-12 11:28:37";1499429.0;3570
355;"2024-09-16 22:05:29";1685815.0;9389
356;"2024-08-26 21:58:32";1917842.0;8545
357;"2024-01-29 22:19:23";2268343.0;4934
358;"2024-07-29 22:35:02";1794806.0;3012
359;"2024-11-15 16:29:32";2449824.0;8707
360;"2024-08-22 11:01:38";1823130.0;7087
361;"2025-09-04 10:04:15";2192013.0;5306
362;"2024-08-04 06:25:24";2764598.0;11990
363;"2025-01-14 19:50:00";578258.0;10576
364;"2025-09-04 05:18:35";2360226.0;15358
365;"2024-04-11 12:11:11";509718.0;1972
366;"2024-01-04 15:09:30";1898607.0;8499
367;"2025-03-21 16:14:56";1466456.0;2564
368;"2024-10-15 09:22:24";1769001.0;9659
369;"2024-08-06 06:10:34";303300.0;2499
370;"2023-12-02 03:06:01";429371.0;6497
371;"2024-03-12 23:56:09";1606893.0;14418
372;"2025-04-27 00:39:49";1140650.0;398
373;"2024-02-11 01:53:12";1063025.0;2240
374;"2023-10-27 03:38:59";293927.0;4750
375;"2025-07-16 01:41:15";1210934.0;4949
376;"2024-05-07 00:09:24";994173.0;5389
377;"2024-02-14 00:12:05";1269016.0;10617
378;"2024-11-16 12:32:18";1147697.0;15558
379;"2024-01-05 08:27:31";2964828.0;1185
380;"2024-09-22 02:38:04";2555622.0;11107
381;"2024-04-22 03:19:20";1289734.0;7961
382;"2025-08-07 15:39:28";2933316.0;12216
383;"2025-09-01 18:10:02";2376802.0;12005
384;"2025-04-29 09:32:30";1653027.0;8135
385;"2025-09-01 21:03:25";2968968.0;11443
386;"2023-12-28 11:58:46";1534720.0;7792
387;"2024-06-23 09:18:05";1731268.0;11888
388;"2024-05-14 02:25:19";2666464.0;13610
389;"2024-07-31 11:17:24";1112483.0;402
390;"2024-06-30 15:06:17";2894820.0;13936
391;"2023-09-24 09:58:58";2409665.0;3328
392;"2023-10-14 01:31:15";684124.0;10820
393;"2023-11-19 23:56:40";827196.0;1159
394;"2024-05-13 10:26:38";2903088.0;205
395;"2025-04-15 02:37:27";550471.0;8948
396;"2024-03-09 05:06:29";1226497.0;14703
397;"2023-10-23 03:51:39";2319664.0;5821
398;"2025-06-28 20:18:21";386035.0;14618
399;"2024-08-03 00:16:25";786058.0;14097
400;"2025-07-27 19:25:01";1783378.0;3657
401;"2025-01-02 14:52:24";2896370.0;9436
402;"2024-03-05 05:33:09";2834602.0;8735
403;"2025-05-25 09:35:53";173309.0;10017
404;"2024-05-26 22:06:10";1854289.0;11309
405;"2025-02-11 19:55:50";140942.0;12318
406;"2024-09-07 18:57:40";1880396.0;15928
407;"2024-01-26 19:16:03";1187390.0;13310
408;"2025-01-31 15:22:29";533914.0;47
409;"2023-11-09 10:51:49";2642015.0;6102
410;"2024-10-02 21:12:29";543451.0;1169
411;"2025-08-15 12:33:22";2527518.0;10312
412;"2025-01-21 16:20:29";172705.0;8632
413;"2023-12-31 10:57:25";968105.0;56
414;"2024-02-10 22:19:59";1360345.0;14402
415;"2023-10-07 19:00:14";2934579.0;15503
416;"2023-11-13 16:09:11";1536494.0;12894
417;"2024-03-04 05:28:56";827757.0;716
418;"2024-01-31 03:40:51";2134660.0;1919
419;"2025-06-04 15:02:50";580094.0;11598
420;"2024-04-04 09:14:51";610790.0;10892
421;"2025-01-10 00:27:42";2268727.0;15523
422;"2025-09-11 06:08:43";1680134.0;6547
423;"2024-08-14 20:06:46";2168743.0;3136
424;"2025-01-18 13:12:40";648269.0;10605
425;"2025-07-28 12:27:28";2798137.0;1327
426;"2025-08-01 21:35:20";2570035.0;6567
427;"2024-07-21 22:01:54";951306.0;5855
428;"2024-01-13 04:41:05";705317.0;3362
429;"2025-05-05 01:34:40";977166.0;7963
430;"2024-07-01 19:38:29";551576.0;13556
431;"2024-04-19 07:43:19";2307639.0;3192
432;"2025-01-01 10:42:26";2240126.0;8920
433;"2024-08-01 21:15:37";2718219.0;11447
434;"2023-12-28 13:20:14";2970980.0;7436
435;"2025-03-11 20:05:51";2807705.0;5982
436;"2024-08-30 11:22:17";727286.0;2829
437;"2024-07-30 04:26:08";2397631.0;1146
438;"2025-02-09 21:02:36";2344436.0;15965
439;"2023-10-28 02:20:05";2864741.0;4693
440;"2024-09-18 12:48:01";1750315.0;11120
441;"2024-07-27 11:44:35";913843.0;8165
442;"2025-09-16 22:32:52";865357.0;6317
443;"2024-01-06 14:43:48";2931125.0;14456
444;"2024-03-31 13:19:09";2271774.0;10127
445;"2023-10-27 14:21:01";839044.0;1071
446;"2024-07-29 10:00:26";2975701.0;11317
447;"2024-12-22 04:36:34";1360823.0;4404
448;"2024-01-01 14:36:10";946668.0;957
449;"2024-03-08 22:56:55";2523295.0;3152
450;"2024-04-19 05:53:52";1849528.0;6197
451;"2025-02-23 10:18:46";2992060.0;2441
452;"2024-11-09 02:11:09";1156811.0;1070
453;"2025-02-24 11:19:53";1480962.0;3466
454;"2024-01-30 16:24:06";1005389.0;15701
455;"2024-12-27 04:50:59";2153472.0;10397
456;"2025-07-29 14:40:31";1761189.0;2412
457;"2023-09-23 18:02:56";372794.0;477
458;"2024-06-18 07:00:43";1011941.0;2462
459;"2024-09-08 03:28:01";2428054.0;14741
460;"2025-06-16 17:18:48";2887284.0;849
461;"2025-08-22 08:54:52";1083775.0;6532
462;"2025-03-04 04:45:49";2594667.0;8497
463;"2025-04-27 21:44:18";929329.0;1025
464;"2024-10-27 18:43:16";2416520.0;9465
465;"2025-04-09 05:50:29";923971.0;10022
466;"2023-10-07 00:31:07";135815.0;4515
467;"2024-02-13 18:58:22";192274.0;13802
468;"2024-08-28 09:44:24";1309665.0;6765
469;"2024-06-18 17:37:48";2229324.0;6039
470;"2025-04-25 20:35:01";1067042.0;15447
471;"2024-10-08 16:58:57";1179276.0;3111
472;"2025-07-09 07:34:23";2895874.0;947
473;"2025-02-26 08:22:59";2179118.0;4925
474;"2023-11-26 20:06:23";1655597.0;9324
475;"2025-04-29 01:26:06";2601441.0;5699
476;"2024-10-30 19:23:51";973594.0;10548
477;"2025-03-13 15:45:45";2852228.0;13786
478;"2025-06-30 06:35:17";944104.0;8056
479;"2024-10-18 07:30:51";1800203.0;7931
480;"2024-02-03 14:15:10";354518.0;12954
481;"2023-09-25 19:25:12";2511360.0;5645
482;"2023-09-22 20:33:39";1029482.0;8654
483;"2025-04-14 00:54:08";2508937.0;2175
484;"2025-05-13 18:24:27";1419834.0;8673
485;"2024-01-11 20:30:48";2315279.0;7453
486;"2025-01-28 12:01:25";946546.0;9445
487;"2025-04-09 14:49:51";842245.0;12551
488;"2024-07-11 20:22:37";997248.0;5156
489;"2025-03-31 08:28:19";1193798.0;11065
490;"2024-10-23 22:49:33";198206.0;12340
491;"2024-03-16 03:09:52";188319.0;13914
492;"2024-06-27 23:51:45";2579369.0;4526
493;"2024-10-13 15:24:50";1501132.0;372
494;"2023-12-28 16:58:26";1538855.0;2547
495;"2024-08-19 02:29:11";1107782.0;9385
496;"2025-08-11 07:38:22";100592.0;5618
497;"2025-06-08 12:12:14";293285.0;4974
498;"2024-10-16 08:07:28";1108887.0;351
499;"2024-10-05 03:35:36";699251.0;5183
500;"2024-03-01 07:23:13";2491403.0;6809
501;"2024-04-30 09:02:52";1449082.0;11416
502;"2024-06-24 15:41:41";1834385.0;1881
503;"2024-08-27 12:15:20";779743.0;2580
504;"2024-12-15 23:49:31";584830.0;7299
505;"2023-10-02 10:38:20";1307662.0;14727
506;"2024-06-15 02:39:58";2836780.0;15204
507;"2023-10-22 00:52:21";2439073.0;4790
508;"2025-08-09 04:41:22";2596949.0;6930
509;"2024-12-05 23:24:16";2949766.0;3664
510;"2024-08-22 20:35:51";2862325.0;4172
511;"2024-12-16 05:58:12";1165087.0;9859
512;"2025-02-16 04:27:58";1739249.0;9289
513;"2024-07-19 22:22:43";1120402.0;1822
514;"2025-08-19 15:51:33";1717501.0;5987
515;"2023-12-06 09:49:24";2603327.0;14434
516;"2024-10-01 03:58:06";757476.0;12104
517;"2023-10-28 13:28:43";700789.0;2012
518;"2025-02-17 11:32:57";2652718.0;14707
519;"2024-01-07 04:43:29";390378.0;8602
520;"2024-07-15 02:20:51";1038279.0;7344
521;"2025-04-22 03:48:21";690763.0;14544
522;"2024-05-13 22:31:34";336735.0;5302
523;"2024-12-30 05:06:25";446579.0;90
524;"2025-08-14 14:29:35";2884132.0;6587
525;"2025-01-07 06:41:58";1790574.0;972
526;"2024-07-08 01:36:38";2448395.0;1480
527;"2025-01-01 21:11:35";2765155.0;9740
528;"2025-06-19 07:29:09";1402962.0;1744
529;"2024-07-01 21:31:46";998012.0;13332
530;"2025-08-02 11:03:23";2871985.0;15520
531;"2024-01-05 04:11:43";2676457.0;275
532;"2024-03-08 05:55:40";1171143.0;10025
533;"2024-12-01 23:39:08";2368488.0;11668
534;"2025-01-21 21:43:16";440293.0;12426
535;"2025-07-16 13:17:41";1505478.0;14568
536;"2025-06-28 22:35:32";1782576.0;10739
537;"2025-01-27 04:24:33";212870.0;11408
538;"2023-12-20 13:45:56";557997.0;4884
539;"2024-08-28 07:13:08";105568.0;15922
540;"2024-05-20 22:38:50";737613.0;10436
541;"2024-07-15 23:06:02";1110398.0;7555
542;"2024-10-06 14:41:52";591966.0;5998
543;"2024-02-18 07:09:56";1309223.0;15307
544;"2025-06-28 09:28:15";1850879.0;829
545;"2024-01-07 12:34:16";112267.0;5627
546;"2023-10-08 04:20:19";751930.0;9841
547;"2024-08-30 12:42:17";2834630.0;3797
548;"2024-01-01 12:01:01";743943.0;11667
549;"2024-11-12 06:52:41";1692257.0;1020
550;"2023-12-28 22:02:27";1943025.0;7457
551;"2024-08-11 18:39:21";1733485.0;5736
552;"2024-02-01 10:50:22";134947.0;10612
553;"2025-06-08 16:34:36";2361427.0;5744
554;"2024-05-20 22:13:19";2845383.0;4067
555;"2023-10-07 02:13:39";2160204.0;8116
556;"2024-01-17 17:32:14";2447283.0;15845
557;"2024-10-31 08:37:38";2117889.0;2941
558;"2025-07-26 04:07:15";562158.0;6113
559;"2025-06-29 14:14:22";2299555.0;6073
560;"2024-07-01 00:50:47";263642.0;6882
561;"2025-07-28 13:56:28";2020476.0;2228
562;"2025-09-05 19:19:49";2142306.0;10813
563;"2025-07-22 12:03:41";1076906.0;10603
564;"2024-06-21 16:43:57";1432893.0;14736
565;"2025-01-11 05:29:44";653391.0;4413
566;"2024-02-08 01:19:25";319422.0;11947
