"id_alumno";"codigo_estudiante";"id_persona";"id_sede"
445;7992;1799;97
446;3206;3949;80
447;5768;6604;61
448;9059;9823;89
449;3963;405;64
450;5362;8158;28
451;1244;9517;4
452;4042;5042;22
453;7483;8133;14
454;7069;2849;34
455;6963;463;18
456;3396;6473;28
457;6221;9219;46
458;6173;2472;91
459;5728;4681;21
460;5811;7276;42
461;2827;243;50
462;4578;5252;4
463;8657;247;36
464;6787;8195;74
465;8736;6218;8
466;8745;6627;46
467;3706;8745;16
468;2731;7824;22
469;5372;6894;8
470;7018;2977;68
471;1576;9389;43
472;7615;3886;100
473;6060;4017;69
474;9686;6501;95
475;9829;6776;84
476;9662;5050;8
477;4844;4898;65
478;7625;3693;88
479;2962;4841;86
480;8712;5353;67
481;2424;7604;64
482;4968;1265;54
483;3922;9390;55
484;4347;3178;83
485;2298;3700;43
486;9435;1792;62
487;9904;3120;69
488;4321;5524;39
489;7426;7767;46
490;7162;5910;64
491;1160;3834;91
492;9853;7493;85
493;2364;4094;6
494;5732;1189;50
495;3769;6647;17
496;2064;7184;100
497;8944;1414;18
498;7341;316;17
499;8677;7930;80
500;3969;5464;94
501;6528;2620;77
502;8385;6652;12
503;9032;9002;40
504;7998;2236;22
505;9469;5267;51
506;3611;5456;96
507;5936;961;56
508;8571;9087;38
509;8898;59;7
510;8083;6664;13
511;9020;8440;56
512;1114;2671;52
513;7715;4775;52
514;9501;6483;50
515;6496;7148;9
516;1573;6844;93
517;5170;1570;49
518;5961;4260;81
519;3124;4108;93
520;2264;6517;88
521;9969;9290;66
522;1053;5951;33
523;2173;6204;81
524;8267;61;10
525;9201;3603;3
526;4527;977;5
527;4548;2726;27
528;7861;2969;88
529;4879;7866;3
530;3436;7895;49
531;6680;8409;1
532;1948;3546;85
533;9315;9081;4
534;9090;7185;94
535;4744;737;34
536;9708;9968;92
537;3160;2493;89
538;8062;1415;5
539;8283;768;99
540;8140;7052;20
541;7450;1158;1
542;7652;1438;57
543;7548;1433;51
544;5939;5374;5
545;7889;4702;14
546;1306;759;31
547;9529;8273;17
548;1596;8204;36
549;3641;1865;2
550;8169;3692;49
551;8538;9461;58
552;5153;3009;45
553;2782;9751;85
554;1324;9983;10
555;9649;3785;73
556;3340;2278;72
557;6649;4706;96
558;1272;6793;59
559;3281;168;86
560;7566;595;74
561;9624;9558;31
562;5953;3982;20
563;4197;6218;91
564;9496;8339;33
565;5875;5165;35
566;6818;1083;29
567;6746;6243;65
568;9378;8270;95
569;9735;3600;54
570;1732;4477;43
571;3368;6975;71
572;7181;796;82
573;4822;9238;14
574;3955;5229;47
575;6752;3271;90
576;7029;5557;49
577;9508;8253;52
578;5883;7188;31
579;3255;7379;63
580;3604;6355;70
581;7280;3864;92
582;8767;4980;24
583;1666;7244;97
584;9496;3715;91
585;8860;1843;61
586;1816;8897;49
587;4168;8565;26
588;7467;3180;84
589;6435;8;57
590;1950;9065;61
591;5617;9760;73
592;6001;4257;20
593;8006;6873;86
594;6818;3180;26
595;6923;1668;28
596;6720;6259;13
597;1040;4650;78
598;5066;6952;90
599;7612;5982;60
600;9706;5932;45
601;5053;1829;60
602;5565;7311;76
603;5292;6060;81
604;1217;987;49
605;1811;7745;65
606;7092;3290;10
607;4761;7220;33
608;2659;7299;67
609;7117;2064;25
610;5079;4537;39
611;2863;4192;46
612;6923;6692;9
613;5793;8840;53
614;1772;7483;76
615;1723;3878;27
616;7799;1002;68
617;9101;7776;73
618;4508;9716;24
619;2016;8135;79
620;4676;5505;65
621;8086;1571;98
622;3889;7995;51
623;7560;9840;5
624;9645;2707;4
625;8042;7398;87
626;8516;5944;92
627;2214;8300;18
628;3413;6936;51
629;1392;407;96
630;6881;4389;47
631;2363;4222;49
632;6306;4800;17
633;9087;7655;41
634;4031;5105;9
635;1591;4779;93
636;3013;8348;37
637;3573;3856;71
638;6332;2846;57
639;6173;1424;62
640;8154;6691;86
641;8997;3610;51
642;8130;2914;28
643;8702;6044;67
644;7085;7853;84
645;8993;2261;5
646;9394;97;74
647;9281;1486;18
648;5325;1144;72
649;1148;737;91
650;8344;3307;95
651;3011;5802;43
652;6581;5910;82
653;8712;5176;56
654;7740;9844;31
655;9280;2819;28
656;6783;105;96
657;9413;1628;23
658;5257;803;58
659;8784;5609;17
660;2587;5123;93
661;4210;5017;75
662;4704;2113;77
663;9688;740;2
664;2359;9060;87
665;6149;9290;70
666;6696;2896;6
667;4243;986;58
668;4531;5103;19
669;7261;2920;97
670;3030;188;58
671;7955;9188;54
672;4836;9805;13
673;5771;1563;87
674;6559;9369;85
675;4119;195;100
676;8800;248;50
677;6244;6192;69
678;2563;5938;91
679;8101;7268;34
680;1794;2096;40
681;2300;5352;89
682;3652;3090;10
683;1515;8311;62
684;8525;5943;48
685;3337;5338;49
686;4848;3356;33
687;5671;3711;74
688;1630;357;46
689;5080;2896;39
690;4426;6103;65
691;2111;8649;20
692;8586;7766;7
693;3402;4011;21
694;5938;6305;30
695;6619;1863;67
696;9346;9000;15
697;9722;3341;25
698;8501;4759;98
699;8601;2034;4
700;1500;6209;57
701;3070;2996;75
702;6003;1975;96
703;4773;4626;65
704;9484;7700;50
705;5382;7489;17
706;5139;3240;34
707;1509;8291;16
708;5586;6406;63
709;9433;110;14
710;7486;1167;75
711;8843;2878;32
712;2238;5320;26
713;6868;336;54
714;9697;3351;32
715;3203;254;63
716;4208;4497;24
717;2784;7282;21
718;9022;766;67
719;8937;8764;76
720;9150;1099;69
721;3056;3100;53
722;1751;2165;48
723;9308;5382;40
724;4957;3958;85
725;8946;527;35
726;2413;7643;95
727;8463;6491;90
728;8544;3171;81
729;6729;7586;16
730;8749;9682;100
731;3157;3223;50
732;3755;4533;75
733;7169;7690;16
734;6265;2394;84
735;6048;3214;40
736;5234;4920;56
737;6785;5969;51
738;6641;2145;41
739;4775;7189;80
740;7019;4004;91
741;2179;2639;60
742;6387;9426;30
743;8275;9330;27
744;6972;6504;86
745;3296;1478;20
746;3084;132;2
747;1236;4669;54
748;4006;3679;51
749;2226;2664;56
750;5406;9719;60
751;8086;9595;94
752;3211;7635;27
753;2436;1856;82
754;1032;8859;54
755;5880;7639;24
756;6271;1778;34
757;1757;7769;87
758;1429;3410;36
759;3479;8144;51
760;8059;8349;17
761;9807;1334;24
762;7014;7186;4
763;3411;3393;49
764;6890;7385;2
765;8796;5822;20
766;8713;8471;70
767;9391;4014;13
768;1619;6658;35
769;6296;5370;91
770;1167;4187;12
771;6918;6163;25
772;6969;7491;11
773;1102;1726;31
774;6566;8792;31
775;2708;5325;67
776;9928;5333;87
777;9989;2557;18
778;1398;7744;76
779;8180;905;85
780;6061;7620;69
781;5254;4368;2
782;5135;9861;99
783;4613;9350;86
784;5065;7231;88
785;2277;8748;5
786;7616;232;74
787;5467;3411;13
788;8003;8111;57
789;3158;1869;72
790;3260;7075;2
791;9059;655;58
792;1303;3423;97
793;4119;7805;38
794;2577;970;88
795;4226;6293;72
796;2994;8760;95
797;4663;3298;69
798;2872;1597;66
799;6799;3766;25
800;3652;3233;30
801;7773;8985;93
802;6493;1695;42
803;5757;3275;51
804;3998;2688;71
805;9628;4289;97
806;8009;2656;25
807;7876;2270;70
808;2223;832;24
809;5623;1737;56
810;5460;1725;22
811;4277;8496;56
812;9087;5602;82
813;8716;2056;62
814;8181;3686;61
815;2771;4726;16
816;1415;1859;29
817;1794;2273;51
818;4866;3042;99
819;6463;9993;32
820;3505;2074;4
821;1750;4113;100
822;9459;738;29
823;2610;9503;24
824;9875;9626;1
825;5479;2174;39
826;1600;2390;15
827;6778;5664;50
828;8261;8786;99
829;1594;2872;30
830;7184;4358;39
831;6314;1426;40
832;5091;2910;20
833;1343;4675;70
834;4634;9738;51
835;3351;3527;64
836;9207;8491;75
837;6762;7316;12
838;3349;966;97
839;6155;8520;34
840;9553;9058;8
841;6480;4479;6
842;9110;2842;96
843;4384;3011;14
844;6486;8987;75
845;7524;6728;71
846;4126;3928;85
847;5094;4889;25
848;4651;5638;30
849;1095;9916;1
850;1451;3891;8
851;4589;4198;68
852;7956;6682;58
853;1839;5618;68
854;9068;3528;32
855;4779;9797;83
856;9078;3068;43
857;7352;3017;90
858;5320;7166;11
859;9657;8063;92
860;1821;3732;85
861;1992;982;52
862;4600;578;28
863;5779;6518;33
864;6286;839;89
865;6364;9325;90
866;5928;9944;39
867;7867;3004;20
868;1533;6537;16
869;4331;2643;1
870;1649;4108;6
871;8623;6484;34
872;4198;2202;37
873;1096;3983;49
874;4021;334;33
875;1355;9702;27
876;2072;6144;39
877;9501;6758;48
878;5419;2681;72
879;4205;6321;8
880;7181;2691;57
881;9397;9522;57
882;8326;9077;65
883;5674;1017;5
884;7729;3095;44
885;1553;3186;21
886;3565;144;47
887;2130;4926;83
888;1638;3163;87
889;4772;7198;44
890;9345;8081;29
891;9387;4332;25
892;1566;1704;69
893;9954;2057;40
894;9486;3725;94
895;9716;9574;13
896;9535;7229;35
897;8154;461;74
898;3988;2253;21
899;6460;8351;60
900;3842;2443;59
901;8664;930;82
902;9010;8458;30
903;8712;3373;99
904;3958;1852;75
905;5073;2456;9
906;7954;8134;51
907;7077;1820;27
908;5269;5414;83
909;9857;5850;73
910;7377;1212;22
911;2191;179;78
912;6979;6799;9
913;5687;825;2
914;8625;317;4
915;3370;3939;43
916;4937;8727;84
917;7046;9128;30
918;9401;5448;46
919;4637;1647;20
920;2539;9020;74
921;4603;5451;60
922;1682;456;22
923;4183;2339;86
924;6269;1500;85
925;6705;2145;33
926;4142;3833;89
927;8646;2268;59
928;3615;48;81
929;7617;275;59
930;1166;526;26
931;2776;5465;73
932;3818;3240;67
933;9229;6594;57
934;1725;5083;36
935;6227;9340;72
936;4820;4767;9
937;2957;2056;34
938;2289;2510;19
939;2739;6724;82
940;8436;4045;83
941;6438;4443;75
942;5259;3123;44
943;7648;7608;58
944;6357;4030;91
945;6149;5319;34
946;7546;8159;23
947;6777;7738;81
948;5249;7619;83
949;9570;877;73
950;5337;6769;25
951;2585;6522;18
952;7507;8260;13
953;7297;5147;73
954;6132;5916;39
955;3141;3335;100
956;6703;1849;28
957;7735;2006;65
958;9210;5458;25
959;4939;9514;85
960;1075;9647;17
961;1516;6991;39
962;2878;3908;70
963;2650;2031;87
964;6592;7194;32
965;8986;9092;2
966;3457;4899;76
967;7476;9438;7
968;7995;8173;81
969;9848;6489;79
970;8346;21;10
971;4327;9432;53
972;1959;9810;86
973;4099;2091;43
974;9372;177;52
975;3703;8718;37
976;5651;5092;85
977;9868;6208;25
978;1585;2530;89
979;7872;7092;1
980;5078;822;6
981;3019;8106;74
982;1167;4705;90
983;4281;6680;88
984;2620;249;48
985;5106;2383;43
986;6217;3986;7
987;9353;1827;21
988;4351;5435;87
989;3632;1147;86
990;8929;8356;41
991;9940;7605;92
992;4574;161;45
993;5741;4679;90
994;9162;5509;53
995;6528;933;96
996;5775;9703;78
997;8464;5585;42
998;3362;3202;95
999;1723;2087;54
1000;9926;9491;93
1001;7294;7553;72
1002;5100;5468;62
1003;6876;8279;54
1004;8535;5432;79
1005;3299;354;57
1006;6718;3498;69
1007;3796;9000;26
1008;5098;9734;46
1009;6021;6022;86
1010;5394;8443;83
1011;1959;3445;50
1012;3771;4345;44
1013;5474;4871;46
1014;3362;7182;76
1015;3938;5740;36
1016;7608;2683;92
1017;6217;6888;2
1018;9129;1512;97
1019;7138;9508;77
1020;9763;4140;39
1021;2286;5461;77
1022;6526;179;1
1023;9307;9968;21
1024;9957;7679;45
1025;2673;3329;77
1026;8262;1835;91
1027;1033;6798;12
1028;4576;6110;45
1029;6496;3488;62
1030;8452;7748;2
1031;9585;6713;61
1032;4039;5564;44
1033;5546;2310;92
1034;8099;5944;21
1035;4928;653;90
1036;8421;7380;23
1037;9109;6466;89
1038;5394;3742;37
1039;9136;2559;68
1040;7700;2908;35
1041;9256;9415;89
1042;1241;9010;94
1043;3094;4364;27
1044;2782;6004;9
1045;9091;50;44
1046;1849;3758;49
1047;1932;6471;29
1048;4368;649;25
1049;2890;4975;28
1050;1300;1055;61
1051;1421;7052;27
1052;1045;2738;75
1053;9898;8424;85
1054;3823;4592;100
1055;9492;7036;91
1056;3888;9588;44
1057;3380;9714;67
1058;8345;4976;89
1059;7413;5596;90
1060;9346;1854;95
1061;8350;2708;50
1062;8987;6954;65
1063;7160;3964;38
1064;3050;1725;93
1065;1614;9137;84
1066;2149;9928;7
1067;2244;2663;82
1068;8138;7864;52
1069;6220;3496;28
1070;5801;5419;59
1071;3234;7920;59
1072;1602;3220;52
1073;5418;3708;16
1074;3300;5941;27
1075;5894;9317;78
1076;1046;3620;100
1077;2282;3461;64
1078;9944;8275;35
1079;6028;6749;11
1080;4384;6646;44
1081;1846;157;99
1082;4640;342;82
1083;5766;5693;21
1084;5791;2178;35
1085;8173;9641;2
1086;6982;202;28
1087;5579;8568;60
1088;4798;247;54
1089;5552;6552;92
1090;5683;4760;30
1091;8001;6179;68
1092;8155;8979;73
1093;5353;6757;34
1094;7869;1741;38
1095;7307;714;30
1096;5762;3343;81
1097;1623;8914;8
1098;3422;3441;93
1099;6316;4802;26
1100;2367;9893;65
1101;4290;1118;95
1102;9335;6541;36
1103;8910;1027;88
1104;9151;6;98
1105;2628;7687;26
1106;5355;5845;13
1107;1015;8293;37
1108;9135;8452;38
1109;4225;2076;68
1110;3340;4234;22
1111;1593;4344;95
1112;3801;6793;32
1113;7925;6951;64
1114;4610;9713;72
1115;2697;1593;80
1116;5562;282;90
1117;1567;6297;64
1118;5328;4660;15
1119;2962;1024;99
1120;2502;9761;59
1121;4379;6381;23
1122;2250;9802;48
1123;6755;9862;1
1124;8739;6239;9
1125;7517;7245;30
1126;6345;9284;69
1127;3218;9700;61
1128;6762;576;21
1129;1689;3574;25
1130;7376;4340;7
1131;9602;1676;2
1132;4788;3767;84
1133;5157;6789;58
1134;9609;3122;15
1135;9361;2279;18
1136;3967;2186;72
1137;4993;3061;86
1138;6916;102;42
1139;2372;1135;78
1140;9756;9794;16
1141;2874;9907;8
1142;1436;3611;85
1143;9725;6674;25
1144;7024;7128;94
1145;7323;7661;71
1146;3106;7457;15
1147;1514;3891;21
1148;9758;985;35
1149;1989;188;75
1150;8729;7758;68
1151;5520;7613;99
1152;4370;4546;24
1153;1134;7857;38
1154;7920;4950;5
1155;3247;5352;75
1156;5589;8941;22
1157;4377;5987;81
1158;8661;4075;16
1159;8208;6382;46
1160;5441;8929;12
1161;3819;2448;89
1162;1884;4300;62
1163;7558;9843;94
1164;4006;506;52
1165;5794;3730;8
1166;9219;5864;40
1167;3810;5127;68
1168;2854;6251;16
1169;5701;902;9
1170;3699;3787;5
1171;6875;6783;69
1172;1755;5923;73
1173;4120;9358;7
1174;1643;5628;33
1175;4862;345;50
1176;2474;5681;34
1177;5415;2412;60
1178;3330;3828;38
1179;4241;4210;68
1180;1825;9471;13
1181;6792;8542;27
1182;1384;8461;77
1183;7495;8374;2
1184;2438;1840;24
1185;9088;759;64
1186;8953;7284;58
1187;9759;9149;84
1188;5338;5421;92
1189;8351;1965;99
1190;2774;2040;51
1191;5998;6894;4
1192;6742;5223;96
1193;5211;5549;57
1194;2407;2674;29
1195;2368;1007;64
1196;8796;9921;99
1197;8313;74;91
1198;5649;3931;97
1199;9548;4858;12
1200;9742;7066;10
1201;2457;8854;55
1202;4879;5531;83
1203;5868;6055;34
1204;6035;2516;19
1205;7523;1669;31
1206;1151;8732;25
1207;4991;2414;28
1208;6542;8558;24
1209;1992;5704;37
1210;2331;5907;54
1211;1650;8736;93
1212;1959;4887;64
1213;4193;3848;25
1214;4569;7;42
1215;6571;3014;2
1216;5260;3632;59
1217;8278;9438;24
1218;2423;6533;57
1219;2607;7884;89
1220;9197;9455;19
1221;5127;7537;44
1222;9990;3744;61
1223;8818;8555;29
1224;3213;1318;49
1225;2048;4394;95
1226;2053;5010;22
1227;2063;6582;55
1228;3113;7568;89
1229;9248;1403;42
1230;9499;8754;11
1231;9439;3347;35
1232;2173;7937;64
1233;2055;1221;66
1234;4296;9830;92
1235;2524;786;43
1236;9571;6509;36
1237;6989;6080;78
1238;6117;3297;25
1239;7608;3917;76
1240;7702;4422;39
1241;3108;5100;53
1242;7909;1991;60
1243;1169;3467;48
1244;6202;2015;41
1245;9710;1744;73
1246;8271;5065;47
1247;4385;3796;98
1248;6447;1433;26
1249;9949;1860;54
1250;1704;8000;52
1251;2532;1051;11
1252;2715;7477;61
1253;3067;8225;45
1254;2074;8820;64
1255;6286;4444;49
1256;7530;1202;87
1257;5719;4058;23
1258;1135;2532;36
1259;7900;1291;58
1260;2253;1325;59
1261;9448;8089;88
1262;6961;6588;10
1263;4812;5893;77
1264;5186;7220;17
1265;4747;4849;63
1266;3196;7652;79
1267;1115;2739;91
1268;1931;7375;16
1269;3526;8378;79
1270;2516;2097;62
1271;7369;6296;73
1272;3340;8742;51
1273;6535;7541;83
1274;4359;1742;11
1275;1718;9014;85
1276;5715;8009;22
1277;2727;289;21
1278;8227;5246;37
1279;4465;9472;3
1280;6515;1538;52
1281;2707;5590;59
1282;4914;2883;67
1283;3563;7480;18
1284;8825;6938;29
1285;2595;2287;35
1286;4955;4541;78
1287;8015;5122;77
1288;6486;414;48
1289;1231;5802;81
1290;1041;1983;4
1291;5137;4856;8
1292;8140;508;76
1293;6879;7122;46
1294;4076;3513;41
1295;7767;6063;45
1296;1375;8867;93
1297;8193;7109;39
1298;8881;6107;66
1299;1616;8428;2
1300;1408;3339;19
1301;6005;3375;20
1302;5653;975;89
1303;3033;6640;41
1304;6396;4575;91
1305;9169;5665;94
1306;3480;9693;57
1307;8074;2002;22
1308;9993;9017;36
1309;6102;5933;47
1310;2346;7619;46
1311;7668;1144;48
1312;6396;4975;93
1313;9743;3396;70
1314;8711;3723;55
1315;1912;2218;56
1316;3791;162;42
1317;5018;3408;42
1318;3634;9442;89
1319;3346;3205;10
1320;1801;2533;11
1321;4466;9464;84
1322;5581;7070;23
1323;3603;7252;94
1324;1401;5748;26
1325;6864;2237;95
1326;7434;1055;25
1327;6650;1923;86
1328;4770;854;75
1329;8721;6543;98
1330;7954;8804;96
1331;4426;7765;8
1332;8727;8411;65
1333;9204;4298;15
1334;2621;2901;56
1335;8359;7226;45
1336;2975;9199;31
1337;3012;4403;29
1338;6963;1877;42
1339;3971;339;83
1340;3293;4294;72
1341;8327;8933;19
1342;1844;6357;75
1343;8313;5282;83
1344;9950;762;82
1345;5138;220;65
1346;6569;1656;49
1347;7906;3886;92
1348;9692;9204;16
1349;2254;7966;8
1350;1299;6807;42
1351;7850;2491;49
1352;6283;3278;97
1353;2216;5479;97
1354;5808;6701;18
1355;6982;7807;3
1356;3655;9940;80
1357;7091;1411;61
1358;8399;2609;8
1359;8823;8827;54
1360;5583;283;69
1361;6415;4816;22
1362;3221;3941;42
1363;8915;4534;69
1364;3503;5346;84
1365;2395;4184;57
1366;4461;1178;84
1367;1630;5547;98
1368;7576;486;71
1369;8418;9027;29
1370;8785;6605;38
