"idAsistencia";"id_sede_clase";"id_alumno"
895;11949;10775
896;10644;8332
897;7647;13020
898;10975;2
899;13255;6850
900;6675;15947
901;6863;15477
902;11091;8176
903;13529;10703
904;10561;5940
905;4515;3487
906;14;4894
907;10350;3090
908;7615;8967
909;11134;5012
910;11805;3733
911;6669;13386
912;7870;4863
913;7765;5240
914;6690;1154
915;8287;11295
916;2713;958
917;12352;4586
918;14701;8898
919;532;1344
920;10570;5046
921;7534;3017
922;11175;11713
923;3000;14389
924;13211;11782
925;11555;12848
926;4465;11008
927;11337;996
928;12649;5807
929;4095;11645
930;1435;1216
931;9551;3401
932;8080;13685
933;8354;12491
934;11532;4720
935;12325;10133
936;10537;4062
937;6315;1320
938;10626;13995
939;870;10966
940;4396;7136
941;13758;12153
942;14249;10570
943;9935;9255
944;11153;2269
945;7724;9815
946;8926;2068
947;9259;1775
948;9925;3513
949;11458;10624
950;2888;10115
951;2094;12226
952;4424;14496
953;12534;13391
954;3694;2701
955;3388;2430
956;5678;14009
957;5307;5615
958;8534;4128
959;13292;14880
960;11521;2728
961;11443;10491
962;698;15186
963;11418;7269
964;1742;10207
965;2511;1787
966;2765;5625
967;12615;15907
968;6413;4618
969;12187;2776
970;6707;14819
971;11703;7530
972;4669;15443
973;4855;8034
974;14948;9074
975;15265;2295
976;7898;10979
977;13984;7606
978;14814;13520
979;6169;8122
980;8761;11391
981;1862;13831
982;8761;4642
983;7457;9999
984;6008;7456
985;869;10816
986;8687;2844
987;1991;6204
988;4449;7622
989;5544;3223
990;12384;1804
991;8388;9963
992;14804;13401
993;10177;6350
994;255;2724
995;11324;523
996;12483;14449
997;9607;3092
998;13281;8698
999;8419;600
1000;9466;8570
1001;7188;483
1002;343;11462
1003;5980;15200
1004;7041;12207
1005;10622;2491
1006;12171;9608
1007;14123;13088
1008;4450;9397
1009;13022;13950
1010;7675;2073
1011;14155;12048
1012;3566;7296
1013;8668;13349
1014;6698;5974
1015;11678;1993
1016;8945;15344
1017;1301;9655
1018;11230;1118
1019;8235;9613
1020;13766;6962
1021;1949;7773
1022;5885;1480
1023;8946;13332
1024;14345;2270
1025;15061;3267
1026;8687;589
1027;1373;15859
1028;12722;9481
1029;6733;13501
1030;4656;12517
1031;5019;14792
1032;5630;15316
1033;6430;8368
1034;12312;14291
1035;3936;10924
1036;8710;976
1037;4234;7797
1038;14239;12334
1039;13594;6283
1040;2168;10755
1041;6476;3755
1042;5795;956
1043;10866;14197
1044;14496;3378
1045;13367;1598
1046;13737;1654
1047;5823;495
1048;4551;10708
1049;398;3689
1050;8549;3036
1051;10514;9221
1052;1450;13205
1053;5646;9913
1054;14642;10835
1055;13763;6662
1056;1544;1138
1057;10829;13982
1058;11081;13265
1059;249;12272
1060;11769;13405
1061;10661;7480
1062;8742;3505
1063;10289;11270
1064;4610;4395
1065;4816;13755
1066;14926;5164
1067;1824;4265
1068;14968;3666
1069;5731;9173
1070;10914;1043
1071;7791;8189
1072;6288;11612
1073;43;11359
1074;12878;13292
1075;11742;6794
1076;4064;12441
1077;14970;9746
1078;8572;5356
1079;14098;4051
1080;3774;4703
1081;9295;7413
1082;9100;14186
1083;7456;14735
1084;10489;6101
1085;14950;2954
1086;4670;6238
1087;5513;2567
1088;213;12327
1089;5100;10602
1090;6194;11147
1091;9183;3640
1092;14350;3374
1093;9347;14155
1094;8691;8326
1095;4986;1757
1096;730;15333
1097;2419;7459
1098;7516;14138
1099;5705;10905
1100;3670;6959
1101;9696;9202
1102;10665;14580
1103;12316;9733
1104;10572;2662
1105;11028;3918
1106;7582;12731
1107;4074;13371
1108;214;5205
1109;5886;2759
1110;7126;2647
1111;14290;13323
1112;14459;4226
1113;13829;14807
1114;237;938
1115;5222;10234
1116;2599;3141
1117;660;1407
1118;11088;9843
1119;12166;11038
1120;12441;8199
1121;13923;12340
1122;3564;12711
1123;7974;1602
1124;15021;3652
1125;3443;13745
1126;3080;111
1127;14018;2217
1128;8193;3719
1129;2948;3205
1130;6220;11407
1131;7887;8316
1132;14561;8032
1133;10625;1747
1134;4615;13761
1135;2789;14992
1136;369;6835
1137;12423;9950
1138;13748;5570
1139;2521;3167
1140;12908;4110
1141;13668;12345
1142;14721;9017
1143;6048;3271
1144;61;6344
1145;9728;2799
1146;14372;13217
1147;7400;2144
1148;11264;2417
1149;2204;9987
1150;9316;7659
1151;13007;15712
1152;2045;9570
1153;216;5551
1154;7729;5689
1155;3282;6136
1156;12409;15135
1157;15244;12882
1158;3077;1740
1159;12184;6838
1160;5922;12918
1161;9636;3691
1162;5957;11372
1163;11989;10262
1164;7366;12701
1165;1052;9249
1166;13962;405
1167;77;12466
1168;2769;14334
1169;4083;10932
1170;9927;9703
1171;8842;5383
1172;4319;8324
1173;4344;6326
1174;7366;12122
1175;11170;8363
1176;12334;10438
1177;10582;14168
1178;1941;5908
1179;459;6929
1180;767;3361
1181;1094;8976
1182;10989;5421
1183;14825;14274
1184;2320;14816
1185;8327;7850
1186;5824;10668
1187;4684;2898
1188;9118;10793
1189;14409;8546
1190;6419;11014
1191;5573;7513
1192;7505;9565
1193;914;4139
1194;7215;2320
1195;6101;10107
1196;11752;9249
1197;14075;7979
1198;12330;4647
1199;640;4117
1200;2232;14483
1201;8715;6135
1202;14623;8316
1203;5090;3646
1204;7733;14962
1205;423;10769
1206;6622;10638
1207;6183;6948
1208;4864;10017
1209;7048;7588
1210;10667;7939
1211;1484;3549
1212;3649;4409
1213;5699;4637
1214;7698;3258
1215;3904;176
1216;14928;221
1217;1922;5599
1218;14551;5716
1219;3460;7891
1220;4393;9870
1221;1078;1361
1222;4675;13455
1223;7494;8060
1224;5464;9169
1225;9601;9
1226;180;6540
1227;10657;2785
1228;1924;11427
1229;9561;11369
1230;11317;15942
1231;6280;15008
1232;1382;3598
1233;5343;5514
1234;13643;348
1235;12313;7184
1236;11945;13605
1237;3014;15808
1238;4075;12442
1239;14202;14651
1240;7328;13894
1241;8354;11220
1242;13003;6584
1243;12728;10846
1244;8566;9907
1245;7175;14133
1246;9634;1387
1247;15288;13861
1248;7829;8476
1249;7119;10066
1250;10795;8624
1251;12874;116
1252;7214;13298
1253;14827;13190
1254;473;11611
1255;6549;14449
1256;5217;3680
1257;10485;14394
1258;8805;15405
1259;2404;15305
1260;7996;5453
1261;5628;5386
1262;5115;10874
1263;2625;2622
1264;12603;7293
1265;8763;6437
1266;12418;15332
1267;4313;5167
1268;6865;7032
1269;2479;3330
1270;9373;5121
1271;2775;7893
1272;2404;5211
1273;3199;15351
1274;1288;749
1275;6217;4999
1276;5917;15476
1277;4224;2820
1278;14982;12755
1279;1689;10194
1280;15130;14940
1281;2192;7617
1282;10270;13418
1283;2619;9635
1284;3148;4966
1285;4127;9414
1286;2841;15420
1287;12899;14487
1288;10992;180
1289;441;15807
1290;6748;11894
1291;15118;2953
1292;7715;14094
1293;10362;15217
1294;5285;5133
1295;6361;13274
1296;1905;1636
1297;1506;9117
1298;12019;13573
1299;1496;2014
1300;243;4945
1301;1985;14928
1302;3175;14471
1303;12484;10509
1304;14033;12957
1305;5031;15026
1306;3684;4114
1307;702;7519
1308;10099;2199
1309;3600;14339
1310;762;15813
1311;8595;13693
1312;12441;1325
1313;8045;3864
1314;10427;5753
1315;14652;6185
1316;7106;11287
1317;1346;13485
1318;12857;15280
1319;4534;2679
1320;15431;8301
1321;5301;8412
1322;1800;2700
1323;8523;10377
1324;9031;8858
1325;12218;2364
1326;11301;11293
1327;6340;13757
1328;6775;15698
1329;10975;4489
1330;6907;13751
1331;3890;4477
1332;2834;1252
1333;1005;11430
1334;13498;8381
1335;9110;141
1336;5158;1883
1337;10889;9294
1338;3280;4489
1339;3921;363
1340;6004;2014
1341;13883;2454
1342;8173;10537
1343;3458;12747
1344;9571;4005
1345;9847;14092
1346;2194;5770
1347;1149;13388
1348;14425;2660
1349;12184;3846
1350;13972;7312
1351;10740;13910
1352;15348;12463
1353;10935;5116
1354;3641;10894
1355;6086;13736
1356;3035;8638
1357;10205;12444
1358;4798;6905
1359;10993;9446
1360;2103;6885
1361;6093;4237
1362;9949;10114
1363;12253;9730
1364;5028;6945
1365;1783;31
1366;659;14374
1367;873;5231
1368;13829;14832
1369;4461;15640
1370;70;5698
1371;4764;13586
1372;4317;12690
1373;4378;7127
1374;13384;4978
1375;3276;1173
1376;10645;15295
1377;14103;5069
1378;14839;12798
1379;8285;12426
1380;6974;2088
1381;6786;12375
1382;10666;3428
1383;10001;14794
1384;3794;8092
1385;10773;9187
1386;6648;7274
1387;9569;12515
1388;4948;2342
1389;3020;15630
1390;3506;8280
1391;8621;15050
1392;5000;13174
1393;12807;15020
1394;14043;2811
1395;13186;14310
1396;15136;1627
1397;15488;9852
1398;11588;2469
1399;15097;1788
1400;10898;12869
1401;8451;6667
1402;7654;5303
1403;1869;1209
1404;4374;11635
1405;11775;4856
1406;9165;10098
1407;365;10307
1408;1531;12237
1409;7820;4179
1410;9441;1367
1411;2303;9051
1412;3627;15744
1413;3416;2663
1414;5555;12360
1415;15223;3756
1416;10923;12675
1417;2575;8965
1418;11444;4895
1419;2610;13357
1420;3149;6728
1421;11481;1132
1422;2797;5645
1423;2317;212
1424;9538;3018
1425;10943;14082
1426;4813;12755
1427;5708;2518
1428;780;10703
1429;742;3213
1430;146;9632
1431;2213;5792
1432;7700;13176
1433;7955;1295
1434;1546;7938
1435;472;5338
1436;9403;2760
1437;10838;9031
1438;12449;1656
1439;8080;743
1440;3825;10649
1441;3110;12627
1442;3058;15136
1443;9252;1081
1444;1740;12740
1445;11231;10261
1446;598;11073
1447;12234;124
1448;8894;4359
1449;1669;9528
1450;6829;5501
1451;9747;4153
1452;2691;2862
1453;8726;6319
1454;1542;11514
1455;12715;4812
1456;907;9611
1457;998;5922
1458;5334;11605
1459;13846;876
1460;13040;399
1461;1162;2219
1462;14904;10590
1463;12469;3417
1464;4888;8865
1465;12637;2489
1466;4155;5952
1467;739;6334
1468;4880;9219
1469;7810;13977
1470;4075;2402
1471;13717;10501
1472;7126;11746
1473;10654;9564
1474;2145;4109
1475;10612;10786
1476;6191;12665
1477;12639;10301
1478;3676;14011
1479;1208;11055
1480;13775;9897
1481;9864;12471
1482;1250;11951
1483;743;13763
1484;12828;9428
1485;1848;9113
1486;14586;1955
1487;11851;9972
1488;9499;3869
1489;8258;5836
1490;6377;11186
1491;10923;8846
1492;2525;11152
1493;1134;15782
1494;4763;14902
1495;11318;7923
1496;2022;15234
1497;12071;2278
1498;381;4852
1499;6450;10854
1500;10371;6230
1501;2305;12668
1502;11649;4324
1503;8245;7408
1504;7564;7442
1505;5037;15121
1506;12698;1678
1507;8067;7582
1508;10010;3032
1509;8461;13328
1510;15021;11595
1511;7205;15153
1512;1813;12807
1513;10138;7910
1514;2470;14336
1515;5190;14796
1516;10301;7896
1517;593;12871
1518;1129;13683
1519;1365;8467
1520;4309;4151
1521;2330;6242
1522;1439;11956
1523;847;10788
1524;2779;10364
1525;13014;9740
1526;3018;10812
1527;2796;4682
1528;7756;2063
1529;969;5572
1530;3110;7142
1531;8399;14830
1532;2479;3867
1533;15155;9395
1534;15275;2985
1535;6863;3295
1536;1120;8963
1537;1360;9407
1538;2145;14601
1539;9388;3672
1540;3797;11850
1541;15315;11835
1542;15099;6643
1543;14426;1123
1544;763;10756
1545;5798;12719
1546;15012;9894
1547;12871;11161
1548;5271;6042
1549;2732;677
1550;13608;11113
1551;4141;50
1552;6164;12871
1553;14760;15288
1554;15158;9172
1555;3113;11779
1556;1660;12968
1557;12813;8912
1558;12531;6159
1559;4183;421
1560;242;15854
1561;4617;8130
1562;650;12831
1563;11303;3115
1564;1449;8123
1565;1048;6615
1566;15172;5863
1567;10808;15057
1568;12590;1257
1569;3816;13670
1570;5421;8013
1571;650;2449
1572;13309;3377
1573;3603;4912
1574;7503;6206
1575;14550;14466
1576;11496;4130
1577;1120;9006
1578;8188;15347
1579;4351;15331
1580;14089;14084
1581;7967;913
1582;2381;6319
1583;13844;5162
1584;7131;10025
1585;4421;6442
1586;3110;2981
1587;11200;12438
1588;10504;689
1589;7159;3668
1590;8210;11417
1591;14089;6966
1592;6918;3710
1593;8971;5450
1594;13153;9137
1595;4230;10812
1596;90;582
1597;13482;14710
1598;982;7788
1599;969;10429
1600;7595;13396
1601;4728;4297
1602;501;7985
1603;5481;8941
1604;5517;1477
1605;7668;10139
1606;6825;4847
1607;13236;2667
1608;12037;10971
1609;404;11807
1610;8070;6841
1611;11960;3557
1612;7979;715
1613;4056;11406
1614;13984;7034
1615;7084;6043
1616;13523;10900
1617;2564;2149
1618;12259;10451
1619;15480;13236
1620;3749;13061
1621;5919;5404
1622;8014;6083
1623;14594;10671
1624;7674;9918
1625;1360;5901
1626;6453;973
1627;11773;6912
1628;15458;57
1629;10665;11789
1630;6097;3138
1631;1809;10711
1632;2938;9014
1633;7485;2839
1634;2321;5718
1635;5534;6875
1636;13440;759
1637;12636;7306
1638;10769;14711
1639;1962;10783
1640;11917;4845
1641;3139;11807
1642;12789;4190
1643;11951;1838
1644;10546;14453
1645;372;12328
1646;10950;8204
1647;13;9436
1648;6753;741
1649;2074;5725
1650;11009;8462
1651;2449;7971
1652;14000;8149
1653;6227;9368
1654;15191;15177
1655;6513;11512
1656;14615;2998
1657;6359;1188
1658;14179;4888
1659;4526;4593
1660;9728;9193
1661;853;13880
1662;15086;11129
1663;13225;3734
1664;3267;9029
1665;629;10654
1666;6272;9754
1667;14947;15991
1668;15314;14444
1669;4593;2729
1670;10153;7477
1671;10476;15494
1672;14642;13471
1673;420;15586
1674;13872;15992
1675;6961;8538
1676;4935;15569
1677;585;5493
1678;3795;47
1679;7911;12813
1680;9616;6373
1681;6363;11269
1682;14175;14839
1683;3540;15455
1684;14006;11920
1685;9927;12401
